"","SEX_label","JWTR_label","JWMNP","AGEP","PINCP"
"2372","Female","Walked",10,34,85000
"2373","Female","Walked",10,32,52000
"2374","Female","Walked",20,48,25000
"2375","Female","Walked",10,23,9500
"2376","Female","Walked",5,33,60000
"2377","Female","Walked",45,49,21700
"2378","Female","Walked",30,30,67000
"2379","Female","Walked",5,37,10500
"2380","Female","Walked",5,34,30000
"2381","Female","Walked",20,44,150000
"2382","Female","Walked",25,60,51000
"2383","Female","Walked",5,65,24000
"2384","Female","Walked",20,32,155000
"2385","Female","Walked",7,59,50000
"2386","Female","Walked",5,39,28000
"2387","Female","Walked",20,60,50000
"2388","Female","Walked",15,33,5000
"2389","Female","Walked",15,26,58000
"2390","Female","Walked",5,23,17000
"2391","Female","Walked",10,44,25000
"2392","Female","Walked",10,29,75000
"2393","Female","Walked",5,75,27900
"2394","Female","Walked",30,49,18000
"2395","Female","Walked",15,56,8000
"2396","Female","Walked",8,41,165000
"2397","Female","Walked",25,44,16270
"2398","Female","Walked",15,56,25000
"2399","Female","Walked",30,57,80000
"2400","Female","Walked",20,40,74000
"2401","Female","Walked",30,52,49000
"2402","Female","Walked",1,20,5000
"2403","Female","Walked",10,66,40000
"2404","Female","Walked",5,77,88000
"2405","Female","Walked",20,29,60000
"2406","Female","Walked",5,32,20200
"2407","Female","Walked",13,23,80000
"2408","Female","Walked",15,26,50000
"2409","Female","Walked",2,42,14000
"2410","Female","Walked",3,32,25000
"2411","Female","Walked",60,35,38600
"2412","Female","Walked",3,26,31400
"2413","Female","Walked",10,24,39000
"2414","Female","Walked",60,40,980
"2415","Female","Walked",5,43,23000
"2416","Female","Walked",10,42,1200
"2417","Female","Walked",10,25,47900
"2418","Female","Walked",20,22,25000
"2419","Female","Walked",20,32,12000
"2420","Female","Walked",10,42,36000
"2421","Female","Walked",5,26,25000
"2422","Female","Walked",20,44,5000
"2423","Female","Walked",10,39,7500
"2424","Female","Walked",35,61,140000
"2425","Female","Walked",15,33,86000
"2426","Female","Walked",20,27,31600
"2427","Female","Walked",20,24,21000
"2428","Female","Walked",1,28,20000
"2429","Female","Walked",2,62,25000
"2430","Female","Walked",20,50,31000
"2431","Female","Walked",15,34,24500
"2432","Female","Walked",4,55,27000
"2433","Female","Walked",15,24,10000
"2434","Female","Walked",30,48,76000
"2435","Female","Walked",40,62,24800
"2436","Female","Walked",2,46,2400
"2437","Female","Walked",30,42,26500
"2438","Female","Walked",10,46,7500
"2439","Female","Walked",15,26,9600
"2440","Female","Walked",10,23,20000
"2441","Female","Walked",15,32,87000
"2442","Female","Walked",15,34,125000
"2443","Female","Walked",30,44,14000
"2444","Female","Walked",10,28,163000
"2445","Female","Walked",6,33,20000
"2446","Female","Walked",30,62,14000
"2447","Female","Walked",25,26,8000
"2448","Female","Walked",10,60,7000
"2449","Female","Walked",20,20,4400
"2450","Female","Walked",15,28,70000
"2451","Female","Walked",40,29,4800
"2452","Female","Walked",15,60,6600
"2453","Female","Walked",7,37,19800
"2454","Female","Walked",2,41,68000
"2455","Female","Walked",10,44,26000
"2456","Female","Walked",15,19,8000
"2457","Female","Walked",25,27,75500
"2458","Female","Walked",1,48,85000
"2459","Female","Walked",17,39,13000
"2460","Female","Walked",17,37,26300
"2461","Female","Walked",20,29,30000
"2462","Female","Walked",8,31,13000
"2463","Female","Walked",15,24,18600
"2464","Female","Walked",10,70,47000
"2465","Female","Walked",20,39,125000
"2466","Female","Walked",1,42,22500
"2467","Female","Walked",30,34,30000
"2468","Female","Walked",5,46,80000
"2469","Female","Walked",5,45,2500
"2470","Female","Walked",15,30,34000
"2471","Female","Walked",1,48,13300
"2472","Female","Walked",5,54,86000
"2473","Female","Walked",8,66,218300
"2474","Female","Walked",30,73,66200
"2475","Female","Walked",20,51,18000
"2476","Female","Walked",10,30,30000
"2477","Female","Walked",15,27,63000
"2478","Female","Walked",20,56,27800
"2479","Female","Walked",20,64,18600
"2480","Female","Walked",15,37,120000
"2481","Female","Walked",30,22,620
"2482","Female","Walked",10,36,43000
"2483","Female","Walked",15,29,68100
"2484","Female","Walked",5,37,66000
"2485","Female","Walked",30,24,65000
"2486","Female","Walked",15,79,51200
"2487","Female","Walked",45,74,37400
"2488","Female","Walked",15,49,95000
"2489","Female","Walked",10,32,70000
"2490","Female","Walked",15,33,238000
"2491","Female","Walked",8,29,70010
"2492","Female","Walked",5,31,8200
"2493","Female","Walked",20,63,52000
"2494","Female","Walked",10,30,53000
"2495","Female","Walked",5,32,17900
"2496","Female","Walked",20,24,30000
"2497","Female","Walked",5,50,8700
"2498","Female","Walked",5,33,8000
"2499","Female","Walked",5,62,7000
"2500","Female","Walked",20,29,27000
"2501","Female","Walked",5,57,27700
"2502","Female","Walked",15,58,62000
"2503","Female","Walked",15,29,50000
"2504","Female","Walked",30,26,45000
"2505","Female","Walked",1,58,42400
"2506","Female","Walked",5,22,11200
"2507","Female","Walked",25,63,32000
"2508","Female","Walked",16,61,26000
"2509","Female","Walked",10,24,4000
"2510","Female","Walked",50,49,46000
"2511","Female","Walked",30,29,20000
"2512","Female","Walked",9,40,1e+05
"2513","Female","Walked",6,27,10400
"2514","Female","Walked",5,45,15000
"2515","Female","Walked",10,30,44000
"2516","Female","Walked",30,34,18000
"2517","Female","Walked",6,56,13000
"2518","Female","Walked",5,21,2500
"2519","Female","Walked",5,39,87300
"2520","Female","Walked",15,30,140000
"2521","Female","Walked",5,53,35000
"2522","Female","Walked",15,30,40000
"2523","Female","Walked",10,46,13700
"2524","Female","Walked",15,40,15000
"2525","Female","Walked",1,32,20000
"2526","Female","Walked",5,51,20000
"2527","Female","Walked",10,47,24000
"2528","Female","Walked",5,42,28000
"2529","Female","Walked",15,31,10800
"2530","Female","Walked",20,40,30000
"2531","Female","Walked",8,58,20800
"2532","Female","Walked",30,45,25000
"2533","Female","Walked",80,27,30000
"2534","Female","Walked",10,19,22000
"2535","Female","Walked",15,47,4600
"2536","Female","Walked",25,22,22500
"2537","Female","Walked",3,49,29000
"2538","Female","Walked",5,20,890
"2539","Female","Walked",10,78,12100
"2540","Female","Walked",5,55,4000
"2541","Female","Walked",25,25,98000
"2542","Female","Walked",25,30,36000
"2543","Female","Walked",10,21,15500
"2544","Female","Walked",30,34,65000
"2545","Female","Walked",5,53,5000
"2546","Female","Walked",20,47,25000
"2547","Female","Walked",3,48,57000
"2548","Female","Walked",4,37,45000
"2549","Female","Walked",20,32,12500
"2550","Female","Walked",20,51,28000
"2551","Female","Walked",5,25,14800
"2552","Female","Walked",15,55,10000
"2553","Female","Walked",5,58,660000
